lon,lat,PGA
121.99033,25.35342,0.033107
122.02939,21.6662,0.01138235
122.03072,21.75614,0.009297505
122.03205,21.84607,0.00660406
122.0334,21.936,0.00583312
122.03475,22.02593,0.00697158
122.03611,22.11587,0.00716633
122.03747,22.2058,0.00710974
122.03885,22.29573,0.00575769
122.04023,22.38566,0.006082585
122.04161,22.47559,0.00838936
122.04301,22.56553,0.00837017
122.04441,22.65546,0.0131136
122.04582,22.74539,0.01798245
122.04723,22.83532,0.0227272
122.04866,22.92526,0.01463565
122.05008,23.01519,0.015141
122.05152,23.10512,0.0224488
122.05297,23.19505,0.01567355
122.05442,23.28498,0.0238306
122.05588,23.37492,0.0243828
122.05734,23.46485,0.0282282
122.05881,23.55478,0.0224249
122.0603,23.64471,0.0280741
122.06178,23.73464,0.05552065
122.06328,23.82458,0.07236665
122.06478,23.91451,0.0730696
122.06629,24.00444,0.0590445
122.06781,24.09437,0.04716025
122.06933,24.18431,0.06702285
122.07087,24.27424,0.0552574
122.07241,24.36417,0.0454319
122.07395,24.4541,0.05157535
122.07551,24.54403,0.0507814
122.07707,24.63397,0.05301115
122.07864,24.7239,0.05291865
122.08022,24.81383,0.06310515
122.08181,24.90376,0.0295065
122.0834,24.99369,0.03102715
122.085,25.08363,0.0292139
122.08661,25.17356,0.0216536
122.08823,25.26349,0.0256056
122.08985,25.35342,0.01690055
